Employee_ID,Department,Role,Login_Timestamp,Logout_Timestamp,File_Access_Timestamp,File_Access_Frequency,Access_Anomaly_Flag,Suspicious_Activity_Flag,Work_Duration,Idle_Time,VPN_Usage,Behavior_Label,Latitude,Longitude
HR468,HR,Developer,02-03-2024 12:39,02-03-2024 17:29,12-05-2024,19,0,0,4.833333333,0,TRUE,Normal,-5.332297783,94.77312722
HR469,HR,Analyst,16-01-2024 09:04,16-01-2024 16:42,18-05-2024,12,0,0,7.633333333,2,TRUE,Normal,30.55538454,-130.7324118
HR470,HR,Intern,14-03-2024 16:46,15-03-2024 02:53,05-06-2024,5,0,0,10.11666667,2,FALSE,Normal,-9.288135206,63.94592493
HR471,HR,Developer,10-08-2024 08:46,10-08-2024 17:12,27-06-2024,6,0,1,8.433333333,1,TRUE,Suspicious,-75.89465745,17.72678832
HR472,HR,Developer,25-06-2024 10:46,25-06-2024 14:51,10-02-2024,14,0,0,4.083333333,2,TRUE,Normal,-80.30432776,-123.9324686
HR473,HR,Developer,28-02-2024 08:25,28-02-2024 15:51,02-02-2024,15,0,0,7.433333333,1,TRUE,Normal,-18.36441421,-163.7477899
HR474,HR,Developer,15-03-2024 11:22,15-03-2024 16:55,24-04-2024,12,0,0,5.55,0,FALSE,Normal,41.66031941,0.269736049
HR475,HR,Intern,23-10-2024 16:27,23-10-2024 20:49,08-02-2024,13,0,0,4.366666667,0,FALSE,Normal,-42.87630029,-5.565108898
HR476,HR,Manager,24-06-2024 08:29,24-06-2024 15:05,02-03-2024,14,0,0,6.6,1,TRUE,Normal,55.99732857,-10.27197882
HR477,HR,Developer,11-06-2024 13:00,11-06-2024 23:53,19-05-2024,5,0,0,10.88333333,1,TRUE,Normal,-89.53445917,70.22098111
HR478,HR,Developer,03-01-2024 10:33,03-01-2024 20:08,04-07-2024,9,1,0,9.583333333,0,TRUE,Critical,69.66021235,158.8577579
HR479,HR,Intern,27-03-2024 13:33,27-03-2024 20:07,02-07-2024,7,0,0,6.566666667,0,TRUE,Normal,-76.20041407,115.0713219
HR480,HR,Developer,05-05-2024 18:26,06-05-2024 05:00,04-03-2024,12,0,0,10.56666667,2,FALSE,Normal,79.77774397,155.1165881
HR481,HR,Manager,17-05-2024 11:28,17-05-2024 17:50,13-08-2024,6,0,0,6.366666667,0,FALSE,Normal,50.89549464,80.46293243
HR482,HR,Analyst,27-07-2024 18:59,28-07-2024 03:01,15-09-2024,16,0,0,8.033333333,2,FALSE,Normal,-75.51266008,172.905928
HR483,HR,Intern,12-05-2024 12:48,12-05-2024 18:02,12-11-2024,14,0,0,5.233333333,1,TRUE,Normal,7.68203363,-108.8782351
HR484,HR,Developer,21-06-2024 13:45,21-06-2024 22:46,15-11-2024,6,0,0,9.016666667,2,TRUE,Normal,47.73992855,72.18521806
HR485,HR,Analyst,19-05-2024 14:20,20-05-2024 00:24,28-07-2024,7,0,0,10.06666667,2,FALSE,Normal,27.51274191,-106.1963304
HR486,HR,Manager,09-11-2024 14:29,10-11-2024 00:28,14-07-2024,10,0,0,9.983333333,1,FALSE,Normal,66.67983886,87.76534612
HR487,HR,Manager,04-03-2024 11:13,04-03-2024 20:56,16-02-2024,11,0,0,9.716666667,2,TRUE,Normal,34.10176014,115.442518
HR488,HR,Manager,23-02-2024 15:37,24-02-2024 01:03,01-01-2024,12,0,0,9.433333333,0,TRUE,Normal,-57.48200317,110.1840758
HR489,HR,Developer,01-04-2024 16:34,01-04-2024 23:46,24-05-2024,5,0,0,7.2,2,TRUE,Normal,-29.65462484,-9.562917756
HR490,HR,Developer,06-11-2024 12:01,06-11-2024 22:00,02-10-2024,8,0,0,9.983333333,0,FALSE,Normal,82.60071075,35.13153196
HR491,HR,Developer,19-04-2024 17:06,20-04-2024 02:56,17-01-2024,13,0,0,9.833333333,1,FALSE,Normal,23.05257951,-152.153509
HR492,HR,Developer,04-03-2024 14:24,04-03-2024 21:47,05-04-2024,7,0,0,7.383333333,1,FALSE,Normal,34.52061742,170.4762844
HR493,HR,Analyst,29-05-2024 13:37,29-05-2024 23:45,12-10-2024,17,0,0,10.13333333,0,TRUE,Normal,15.94325062,37.21453899
HR494,HR,Developer,21-06-2024 18:59,22-06-2024 04:24,18-01-2024,17,0,0,9.416666667,2,TRUE,Normal,3.414936996,8.848020868
HR495,HR,Intern,20-01-2024 16:13,21-01-2024 02:24,28-03-2024,11,0,0,10.18333333,2,FALSE,Normal,-15.87595043,90.48198444
HR496,HR,Analyst,12-07-2024 08:59,12-07-2024 17:53,14-05-2024,12,0,0,8.9,1,FALSE,Normal,33.06081518,-121.3940415
HR497,HR,Intern,24-02-2024 11:27,24-02-2024 17:43,21-04-2024,17,0,0,6.266666667,1,FALSE,Normal,-59.92262394,-102.9466799
HR498,HR,Manager,16-03-2024 11:22,16-03-2024 15:37,14-11-2024,19,0,0,4.25,0,TRUE,Normal,8.94080713,-27.20703689
HR499,HR,Manager,28-07-2024 11:58,28-07-2024 20:48,25-03-2024,15,0,0,8.833333333,1,TRUE,Normal,-56.5639209,177.1140603
HR500,HR,Developer,01-08-2024 08:46,01-08-2024 14:46,26-09-2024,17,0,0,6,0,TRUE,Normal,-63.79735412,-147.0792473
IT001,IT,Developer,20-11-2024 18:57,21-11-2024 01:14,30-07-2024,5,0,0,6.283333333,0,TRUE,Normal,40.92321313,-58.57589922
IT002,IT,Manager,03-10-2024 16:17,03-10-2024 22:39,11-07-2024,5,0,0,6.366666667,0,TRUE,Normal,87.56521605,-23.53342009
IT003,IT,Developer,19-01-2024 11:06,19-01-2024 18:10,20-07-2024,13,0,0,7.066666667,0,FALSE,Normal,18.98933776,5.283962304
IT004,IT,Developer,11-07-2024 08:03,11-07-2024 17:32,31-08-2024,5,0,0,9.483333333,1,FALSE,Normal,-74.21572938,95.06113538
IT005,IT,Intern,02-02-2024 11:42,02-02-2024 17:00,29-05-2024,5,0,0,5.3,0,TRUE,Normal,22.6470045,56.34598183
IT006,IT,Analyst,23-04-2024 11:47,23-04-2024 18:34,30-05-2024,16,0,0,6.783333333,1,FALSE,Normal,47.12983321,74.74094252
IT007,IT,Analyst,18-02-2024 13:30,18-02-2024 17:32,16-09-2024,20,0,0,4.033333333,2,FALSE,Normal,-18.57381782,149.3449768
IT008,IT,Analyst,15-01-2024 13:44,15-01-2024 21:41,11-08-2024,11,0,0,7.95,2,FALSE,Normal,-78.92982229,-154.8062518
IT009,IT,Intern,12-10-2024 15:08,12-10-2024 22:21,15-10-2024,6,0,0,7.216666667,0,FALSE,Normal,-48.46837247,-125.4418711
IT010,IT,Manager,11-11-2024 16:24,11-11-2024 21:33,31-10-2024,9,0,0,5.15,0,TRUE,Normal,-65.5029114,170.9824416
IT011,IT,Manager,22-02-2024 11:39,22-02-2024 16:07,08-07-2024,8,0,0,4.466666667,0,TRUE,Normal,29.67663778,-147.8349129
IT012,IT,Intern,27-04-2024 12:14,27-04-2024 16:41,14-04-2024,10,0,0,4.45,1,TRUE,Normal,-33.46095594,-63.66316322
IT013,IT,Developer,20-11-2024 12:39,20-11-2024 20:43,17-04-2024,20,0,0,8.066666667,2,FALSE,Normal,44.32778682,119.3850426
IT014,IT,Intern,03-05-2024 09:56,03-05-2024 18:28,27-05-2024,6,0,0,8.533333333,0,TRUE,Normal,-39.88304752,94.54210379
IT015,IT,Developer,12-11-2024 15:01,12-11-2024 21:04,17-06-2024,20,0,0,6.05,1,TRUE,Normal,-80.76484585,-100.2239236
IT016,IT,Intern,24-08-2024 08:52,24-08-2024 19:19,01-02-2024,8,0,0,10.45,0,TRUE,Normal,-13.34690085,34.02127354
IT017,IT,Intern,04-08-2024 16:08,04-08-2024 20:36,19-02-2024,16,0,0,4.466666667,1,FALSE,Normal,51.02229923,125.9093203
IT018,IT,Intern,28-01-2024 17:45,28-01-2024 21:49,17-06-2024,19,0,0,4.066666667,0,TRUE,Normal,-74.89199498,-150.4325368
IT019,IT,Intern,09-01-2024 10:16,09-01-2024 18:05,03-06-2024,15,0,0,7.816666667,1,FALSE,Normal,55.40151443,-172.6469126
IT020,IT,Analyst,07-09-2024 11:59,07-09-2024 21:39,21-08-2024,14,0,0,9.666666667,0,TRUE,Normal,30.15099476,-144.5040789
IT021,IT,Analyst,15-11-2024 13:48,15-11-2024 18:52,24-05-2024,10,1,1,5.066666667,1,TRUE,Suspicious,-64.94924703,-93.26026303
IT022,IT,Intern,23-03-2024 17:10,24-03-2024 02:10,20-01-2024,11,0,0,9,0,FALSE,Normal,-64.21172816,148.8516301
IT023,IT,Intern,19-05-2024 14:05,19-05-2024 23:04,25-08-2024,8,0,0,8.983333333,0,FALSE,Normal,-15.0634067,-64.05030675
IT024,IT,Analyst,29-03-2024 14:32,29-03-2024 21:05,07-06-2024,6,0,0,6.55,1,FALSE,Normal,-37.61577943,171.8902252
IT025,IT,Manager,18-06-2024 08:41,18-06-2024 19:16,09-10-2024,6,0,0,10.58333333,0,TRUE,Normal,86.71006676,40.98704132
IT026,IT,Analyst,09-09-2024 09:13,09-09-2024 17:35,16-07-2024,12,0,0,8.366666667,0,FALSE,Normal,44.22171519,-97.89097103
IT027,IT,Intern,20-03-2024 10:10,20-03-2024 20:14,06-07-2024,8,1,0,10.06666667,0,FALSE,Critical,89.51123103,-89.1068946
IT028,IT,Intern,05-07-2024 17:27,06-07-2024 00:21,10-09-2024,18,0,1,6.9,1,FALSE,Suspicious,52.05078779,-23.65048019
IT029,IT,Intern,16-08-2024 08:58,16-08-2024 13:40,29-09-2024,17,0,0,4.7,1,TRUE,Normal,3.214768441,40.49823354
IT030,IT,Analyst,13-07-2024 08:23,13-07-2024 19:09,30-01-2024,10,0,0,10.76666667,2,FALSE,Normal,22.21623059,-4.81617968
IT031,IT,Analyst,10-05-2024 08:33,10-05-2024 15:17,07-11-2024,17,0,0,6.733333333,0,FALSE,Normal,87.22951958,71.43601777
IT032,IT,Analyst,01-01-2024 12:33,01-01-2024 17:13,25-10-2024,7,0,0,4.666666667,1,TRUE,Normal,5.850516806,93.5440864
IT033,IT,Intern,25-06-2024 17:26,25-06-2024 22:48,01-10-2024,15,0,0,5.366666667,2,TRUE,Normal,-6.812088242,93.46451284
IT034,IT,Analyst,25-05-2024 17:27,26-05-2024 02:46,09-11-2024,6,0,0,9.316666667,1,TRUE,Normal,-2.861768489,82.31524578
IT035,IT,Manager,17-08-2024 11:29,17-08-2024 17:28,18-05-2024,15,0,0,5.983333333,2,TRUE,Normal,-72.62145876,-113.842132
IT036,IT,Developer,03-03-2024 18:14,03-03-2024 23:38,20-03-2024,7,0,0,5.4,2,FALSE,Normal,-16.40163325,49.12981285
IT037,IT,Developer,01-02-2024 12:03,01-02-2024 16:29,13-04-2024,10,0,0,4.433333333,0,FALSE,Normal,-34.13179007,94.93127335
IT038,IT,Manager,09-03-2024 14:46,09-03-2024 19:21,25-06-2024,19,0,0,4.583333333,2,TRUE,Normal,-51.25662806,79.49329319
IT039,IT,Analyst,30-09-2024 12:59,30-09-2024 20:45,18-06-2024,14,0,0,7.766666667,1,TRUE,Normal,31.75532408,26.48232805
IT040,IT,Manager,17-04-2024 10:30,17-04-2024 17:13,15-05-2024,12,0,0,6.716666667,1,TRUE,Normal,-32.21535728,53.99689099
IT041,IT,Developer,27-04-2024 11:30,27-04-2024 20:05,04-08-2024,19,0,0,8.583333333,0,FALSE,Normal,-60.81754158,26.87968742
IT042,IT,Manager,05-09-2024 08:27,05-09-2024 15:53,30-09-2024,18,0,0,7.433333333,0,TRUE,Normal,-33.19424169,68.94801226
IT043,IT,Manager,07-06-2024 16:24,08-06-2024 01:29,11-11-2024,20,0,0,9.083333333,0,FALSE,Normal,-44.22624331,-65.60649485
IT044,IT,Analyst,26-08-2024 12:26,26-08-2024 20:43,20-09-2024,19,0,0,8.283333333,1,TRUE,Normal,27.7661761,142.2091991
IT045,IT,Intern,03-02-2024 11:49,03-02-2024 21:25,17-02-2024,18,0,0,9.6,2,TRUE,Normal,-21.54870133,134.5843624
IT046,IT,Analyst,12-06-2024 08:52,12-06-2024 19:46,01-07-2024,16,0,0,10.9,0,FALSE,Normal,-16.17801773,-61.18164895
IT047,IT,Developer,23-10-2024 09:30,23-10-2024 18:26,05-10-2024,17,0,0,8.933333333,0,FALSE,Normal,-89.11200678,154.1580262
IT048,IT,Developer,06-05-2024 10:39,06-05-2024 21:28,29-09-2024,11,0,0,10.81666667,0,TRUE,Normal,16.70618092,31.50070279
IT049,IT,Analyst,07-07-2024 15:07,07-07-2024 21:48,17-10-2024,11,0,0,6.683333333,0,FALSE,Normal,-66.07052584,113.3279445
IT050,IT,Manager,05-06-2024 16:40,05-06-2024 20:49,17-01-2024,6,0,0,4.15,0,FALSE,Normal,-41.62413994,-163.2345798
IT051,IT,Developer,28-05-2024 16:01,28-05-2024 22:41,28-09-2024,9,0,0,6.666666667,0,TRUE,Normal,-38.15208733,157.7958874
IT052,IT,Manager,27-07-2024 10:02,27-07-2024 17:56,19-05-2024,19,0,0,7.9,2,FALSE,Normal,10.11194788,95.71555049
IT053,IT,Intern,21-03-2024 13:38,21-03-2024 22:11,04-08-2024,12,0,0,8.55,2,FALSE,Normal,30.02688691,27.40130076
IT054,IT,Developer,14-02-2024 15:47,14-02-2024 23:41,22-08-2024,18,0,0,7.9,0,FALSE,Normal,-64.13614151,98.59856199
IT055,IT,Manager,15-02-2024 09:40,15-02-2024 17:53,26-08-2024,11,0,0,8.216666667,0,TRUE,Normal,-53.67256933,156.7854626
IT056,IT,Analyst,03-09-2024 10:19,03-09-2024 20:24,12-03-2024,15,0,0,10.08333333,0,FALSE,Normal,78.85591764,-113.665555
IT057,IT,Manager,19-07-2024 09:20,19-07-2024 18:52,25-01-2024,19,0,1,9.533333333,1,TRUE,Suspicious,-25.95409203,-149.6420952
IT058,IT,Manager,24-01-2024 09:11,24-01-2024 13:52,08-06-2024,18,0,0,4.683333333,2,FALSE,Normal,43.04320608,1.784391194
IT059,IT,Analyst,12-11-2024 11:14,12-11-2024 20:55,06-09-2024,20,0,0,9.683333333,1,TRUE,Normal,9.131163371,-9.622097588
IT060,IT,Analyst,06-10-2024 08:46,06-10-2024 15:15,08-09-2024,11,0,0,6.483333333,1,FALSE,Normal,-83.96985763,-136.2607885
IT061,IT,Intern,27-07-2024 11:20,27-07-2024 19:17,11-05-2024,20,0,0,7.95,1,FALSE,Normal,9.922493557,29.06163517
IT062,IT,Manager,22-04-2024 18:03,23-04-2024 02:25,02-05-2024,16,0,0,8.366666667,2,TRUE,Normal,70.01520595,60.87286453
IT063,IT,Analyst,06-01-2024 18:32,06-01-2024 23:29,24-10-2024,8,0,0,4.95,2,TRUE,Normal,10.98463699,99.5866684
IT064,IT,Developer,25-02-2024 12:27,25-02-2024 21:00,16-11-2024,9,0,0,8.55,0,TRUE,Normal,-67.12065866,14.68017503
IT065,IT,Analyst,01-10-2024 08:10,01-10-2024 12:25,24-09-2024,15,0,0,4.25,1,TRUE,Normal,45.56054235,-74.49991802
IT066,IT,Intern,18-10-2024 15:11,18-10-2024 19:22,05-08-2024,18,0,0,4.183333333,2,FALSE,Normal,59.09321427,-108.9414401
IT067,IT,Analyst,05-07-2024 15:45,05-07-2024 22:10,02-06-2024,14,1,0,6.416666667,2,FALSE,Critical,84.43551354,-61.9920534
IT068,IT,Intern,15-07-2024 18:49,16-07-2024 01:46,03-08-2024,11,0,0,6.95,2,FALSE,Normal,-38.20641485,124.4460958
IT069,IT,Manager,29-09-2024 18:45,30-09-2024 02:37,10-02-2024,14,0,0,7.866666667,0,FALSE,Normal,-24.81458663,-18.97969804
IT070,IT,Developer,18-03-2024 14:14,18-03-2024 22:43,08-04-2024,6,0,0,8.483333333,2,TRUE,Normal,-2.015002327,91.1216791
IT071,IT,Developer,25-02-2024 13:14,25-02-2024 21:52,03-04-2024,12,0,0,8.633333333,1,TRUE,Normal,-64.94714079,-115.8907284
IT072,IT,Manager,11-01-2024 13:24,11-01-2024 19:46,27-04-2024,12,0,0,6.366666667,1,FALSE,Normal,78.05496876,143.1943253
IT073,IT,Manager,13-11-2024 11:47,13-11-2024 21:48,12-03-2024,13,0,0,10.01666667,0,FALSE,Normal,55.31625766,-125.17327
IT074,IT,Manager,02-05-2024 10:05,02-05-2024 19:17,19-04-2024,16,0,0,9.2,1,TRUE,Normal,-18.14139663,166.668792
IT075,IT,Intern,12-01-2024 18:57,13-01-2024 04:00,05-05-2024,7,0,0,9.05,0,FALSE,Normal,26.96671784,101.0728936
IT076,IT,Developer,10-09-2024 13:23,10-09-2024 18:40,24-08-2024,12,0,0,5.283333333,1,FALSE,Normal,-4.379106082,-142.3831823
IT077,IT,Developer,05-06-2024 14:40,05-06-2024 18:43,14-09-2024,8,0,0,4.05,2,FALSE,Normal,43.01158383,-92.11956309
IT078,IT,Manager,09-07-2024 10:29,09-07-2024 16:59,09-10-2024,18,0,0,6.5,1,FALSE,Normal,27.16098926,114.5231833
IT079,IT,Analyst,22-02-2024 12:24,22-02-2024 18:24,05-05-2024,13,0,0,6,2,TRUE,Normal,84.90626828,72.86514492
IT080,IT,Developer,22-06-2024 09:09,22-06-2024 19:15,01-06-2024,15,0,0,10.1,2,FALSE,Normal,-74.07658929,37.29114573
IT081,IT,Analyst,17-07-2024 10:47,17-07-2024 20:35,05-08-2024,18,0,0,9.8,0,FALSE,Normal,80.7846861,85.19208511
IT082,IT,Intern,29-03-2024 09:21,29-03-2024 14:40,14-08-2024,20,0,0,5.316666667,1,FALSE,Normal,-4.456439276,167.0548901
IT083,IT,Manager,28-02-2024 16:42,29-02-2024 01:15,27-04-2024,13,0,0,8.55,2,FALSE,Normal,66.46812985,-19.8863763
IT084,IT,Intern,16-10-2024 12:52,16-10-2024 23:40,14-05-2024,17,0,0,10.8,0,FALSE,Normal,-53.32151589,-95.96108626
IT085,IT,Analyst,14-03-2024 14:03,14-03-2024 19:20,13-07-2024,17,0,0,5.283333333,0,FALSE,Normal,46.97413656,118.804327
IT086,IT,Manager,10-09-2024 12:15,10-09-2024 18:26,24-09-2024,8,0,0,6.183333333,1,FALSE,Normal,-34.48956265,-112.2353693
IT087,IT,Developer,23-04-2024 10:12,23-04-2024 16:26,17-03-2024,19,0,0,6.233333333,1,TRUE,Normal,75.72693738,-149.3106663
IT088,IT,Developer,08-02-2024 18:52,09-02-2024 05:15,27-03-2024,15,0,0,10.38333333,1,TRUE,Normal,-6.380487619,-97.40791673
IT089,IT,Developer,27-10-2024 17:35,27-10-2024 22:11,09-11-2024,12,0,0,4.6,0,TRUE,Normal,12.55430085,47.06036221
IT090,IT,Manager,22-03-2024 08:55,22-03-2024 19:12,08-11-2024,9,0,0,10.28333333,1,FALSE,Normal,-33.10910666,147.0257912
IT091,IT,Manager,13-03-2024 15:24,13-03-2024 23:20,16-09-2024,18,0,0,7.933333333,0,TRUE,Normal,32.38469616,-84.06631779
IT092,IT,Analyst,18-03-2024 15:19,18-03-2024 20:42,31-10-2024,19,0,0,5.383333333,1,FALSE,Normal,-23.25245454,-40.46643977
IT093,IT,Intern,03-01-2024 18:02,04-01-2024 04:39,05-08-2024,14,0,0,10.61666667,0,TRUE,Normal,11.48107439,100.9451976
IT094,IT,Manager,06-01-2024 11:12,06-01-2024 15:37,21-02-2024,6,1,1,4.416666667,0,FALSE,Suspicious,8.1327499,-31.48870621
IT095,IT,Manager,22-05-2024 14:56,22-05-2024 20:00,01-11-2024,20,0,0,5.066666667,2,FALSE,Normal,-6.300549596,-153.1555633
IT096,IT,Analyst,13-03-2024 15:21,13-03-2024 20:11,23-06-2024,5,0,0,4.833333333,2,FALSE,Normal,32.13068683,-148.5835364
IT097,IT,Manager,29-05-2024 10:57,29-05-2024 17:56,09-06-2024,12,0,0,6.983333333,1,TRUE,Normal,39.39706935,-64.89035559
IT098,IT,Developer,18-11-2024 18:14,19-11-2024 01:41,30-10-2024,17,0,0,7.45,2,FALSE,Normal,-72.61143912,9.047965087
IT099,IT,Analyst,03-05-2024 17:44,04-05-2024 00:59,22-07-2024,7,0,0,7.25,1,TRUE,Normal,-68.3612567,-32.31425349
IT100,IT,Manager,21-11-2024 10:04,21-11-2024 15:31,25-05-2024,19,0,0,5.45,0,TRUE,Normal,-58.51872069,62.94852093
IT101,IT,Intern,07-06-2024 08:25,07-06-2024 12:41,18-07-2024,11,0,0,4.266666667,2,FALSE,Normal,51.09301463,41.85217215
IT102,IT,Developer,04-04-2024 16:53,05-04-2024 00:09,24-06-2024,18,0,0,7.266666667,0,TRUE,Normal,67.94358098,114.2715554
IT103,IT,Intern,21-09-2024 18:43,22-09-2024 04:06,12-06-2024,20,0,0,9.383333333,1,TRUE,Normal,10.41824852,-68.37679496
IT104,IT,Manager,31-01-2024 12:10,31-01-2024 19:37,22-03-2024,10,0,0,7.45,2,TRUE,Normal,38.62837595,-37.85523599
IT105,IT,Developer,11-04-2024 16:58,11-04-2024 23:07,20-10-2024,18,0,0,6.15,2,FALSE,Normal,19.53265171,-152.2267501
IT106,IT,Analyst,21-02-2024 15:55,21-02-2024 22:45,18-07-2024,15,0,0,6.833333333,1,FALSE,Normal,-42.36160387,-153.3474487
IT107,IT,Analyst,25-10-2024 15:15,25-10-2024 22:19,22-09-2024,19,0,0,7.066666667,0,FALSE,Normal,28.01564491,-84.20692219
IT108,IT,Analyst,27-08-2024 09:36,27-08-2024 19:30,25-02-2024,20,0,0,9.9,2,FALSE,Normal,-8.570824052,163.9872088
IT109,IT,Manager,01-05-2024 16:46,01-05-2024 20:49,22-07-2024,15,0,0,4.05,2,FALSE,Normal,89.40011325,-18.1080944
IT110,IT,Analyst,10-10-2024 08:18,10-10-2024 18:45,25-08-2024,17,0,0,10.45,1,FALSE,Normal,-35.87230298,-81.52198841
IT111,IT,Intern,19-11-2024 09:57,19-11-2024 18:50,06-07-2024,8,0,0,8.883333333,0,FALSE,Normal,-83.99101236,-167.4521914
IT112,IT,Intern,03-06-2024 16:09,03-06-2024 22:28,23-05-2024,20,0,0,6.316666667,2,FALSE,Normal,-79.25790879,-97.61741657
IT113,IT,Analyst,28-05-2024 14:48,28-05-2024 20:08,11-10-2024,20,0,0,5.333333333,0,TRUE,Normal,53.10967106,-108.4429737
IT114,IT,Developer,14-09-2024 15:21,14-09-2024 21:16,08-04-2024,20,0,0,5.916666667,2,TRUE,Normal,49.43191446,-126.0458344
IT115,IT,Intern,18-11-2024 16:30,18-11-2024 20:38,27-01-2024,14,0,0,4.133333333,1,TRUE,Normal,-19.37913699,131.5720358
IT116,IT,Manager,29-07-2024 18:47,30-07-2024 00:05,03-01-2024,15,0,0,5.3,2,TRUE,Normal,44.02935709,-108.9164496
IT117,IT,Analyst,09-09-2024 13:07,09-09-2024 21:14,23-10-2024,13,0,0,8.116666667,2,TRUE,Normal,-2.174330226,-164.2982155
IT118,IT,Manager,13-10-2024 15:21,13-10-2024 21:56,04-03-2024,20,0,0,6.583333333,0,TRUE,Normal,40.0331119,11.65097722
IT119,IT,Developer,16-02-2024 10:52,16-02-2024 17:46,09-02-2024,14,0,0,6.9,1,FALSE,Normal,13.68091442,121.5089639
IT120,IT,Intern,22-03-2024 14:13,22-03-2024 20:51,12-10-2024,15,0,0,6.633333333,0,TRUE,Normal,-65.78349442,-95.13954301
IT121,IT,Intern,29-04-2024 11:40,29-04-2024 21:14,17-10-2024,5,0,0,9.566666667,1,FALSE,Normal,-48.10351388,168.0061694
IT122,IT,Analyst,03-07-2024 13:46,04-07-2024 00:12,30-09-2024,10,0,0,10.43333333,0,TRUE,Normal,-86.2222321,-113.5656403
IT123,IT,Intern,27-02-2024 13:48,27-02-2024 23:08,05-11-2024,17,0,0,9.333333333,1,TRUE,Normal,-6.217208493,-127.0681975
IT124,IT,Analyst,20-04-2024 13:41,20-04-2024 23:32,05-08-2024,15,0,0,9.85,1,TRUE,Normal,66.21825434,-24.35653035
IT125,IT,Intern,14-07-2024 13:00,14-07-2024 21:11,20-10-2024,9,0,0,8.183333333,1,FALSE,Normal,16.22884601,60.84856983
IT126,IT,Developer,10-03-2024 09:21,10-03-2024 13:45,20-02-2024,17,0,0,4.4,2,FALSE,Normal,65.7975924,-145.0641469
IT127,IT,Intern,01-10-2024 13:11,01-10-2024 19:28,27-10-2024,20,0,0,6.283333333,0,FALSE,Normal,-49.58849959,-50.19527845
IT128,IT,Developer,03-03-2024 17:28,04-03-2024 01:30,13-05-2024,14,0,0,8.033333333,1,FALSE,Normal,-88.37303642,109.693332
IT129,IT,Intern,19-07-2024 09:20,19-07-2024 14:21,15-08-2024,11,0,0,5.016666667,0,FALSE,Normal,50.89081612,-166.5158163
IT130,IT,Manager,05-05-2024 15:28,05-05-2024 23:06,01-05-2024,19,0,0,7.633333333,0,FALSE,Normal,26.53257982,-35.70267782
IT131,IT,Developer,29-05-2024 15:26,29-05-2024 22:11,09-02-2024,14,0,0,6.75,1,TRUE,Normal,-21.1056232,-143.4100883
IT132,IT,Developer,26-07-2024 10:39,26-07-2024 16:54,03-04-2024,20,0,1,6.25,2,TRUE,Suspicious,-24.50744313,7.21459853
IT133,IT,Intern,18-06-2024 15:41,18-06-2024 21:08,21-08-2024,7,0,0,5.45,2,FALSE,Normal,-10.6514075,-24.84295655
IT134,IT,Intern,18-02-2024 13:35,18-02-2024 18:22,25-03-2024,8,0,0,4.783333333,2,TRUE,Normal,-77.23247807,-28.71574079
IT135,IT,Intern,18-02-2024 15:32,19-02-2024 00:25,04-07-2024,14,0,0,8.883333333,1,FALSE,Normal,19.64833716,9.128888255
IT136,IT,Analyst,16-05-2024 17:33,16-05-2024 21:43,04-09-2024,13,0,0,4.166666667,0,TRUE,Normal,69.72957785,-11.90976825
IT137,IT,Developer,07-05-2024 10:19,07-05-2024 16:08,02-11-2024,13,0,0,5.816666667,0,TRUE,Normal,82.87900564,-106.9460775
IT138,IT,Analyst,19-09-2024 15:48,20-09-2024 02:30,08-11-2024,17,0,0,10.7,0,TRUE,Normal,5.669407276,-85.73378995
IT139,IT,Manager,19-05-2024 08:44,19-05-2024 16:49,25-10-2024,8,1,0,8.083333333,2,FALSE,Critical,32.48008137,17.21757239
IT140,IT,Developer,13-10-2024 16:17,13-10-2024 21:36,09-11-2024,18,0,0,5.316666667,1,TRUE,Normal,-56.18261624,5.246686785
IT141,IT,Intern,24-05-2024 11:48,24-05-2024 22:47,20-06-2024,8,0,0,10.98333333,1,TRUE,Normal,4.96526157,-61.81266685
IT142,IT,Manager,02-01-2024 08:11,02-01-2024 12:40,06-11-2024,11,0,0,4.483333333,1,FALSE,Normal,86.19546444,2.766669291
IT143,IT,Analyst,25-04-2024 14:56,25-04-2024 20:49,14-09-2024,14,0,0,5.883333333,1,FALSE,Normal,-4.54700895,-117.4367074
IT144,IT,Developer,15-08-2024 09:01,15-08-2024 16:17,29-07-2024,13,0,0,7.266666667,0,FALSE,Normal,40.85571392,-100.3521937
IT145,IT,Intern,22-10-2024 13:17,22-10-2024 21:12,25-01-2024,5,0,0,7.916666667,0,TRUE,Normal,40.64976022,146.33143
IT146,IT,Manager,21-01-2024 11:27,21-01-2024 16:11,15-05-2024,18,0,0,4.733333333,1,TRUE,Normal,44.87026561,95.97979111
IT147,IT,Analyst,31-01-2024 14:32,31-01-2024 19:39,12-09-2024,6,0,0,5.116666667,1,TRUE,Normal,-59.39912366,-163.437526
IT148,IT,Intern,24-10-2024 08:01,24-10-2024 15:57,30-07-2024,19,0,0,7.933333333,0,TRUE,Normal,77.11535836,-114.1110688
IT149,IT,Analyst,19-08-2024 18:00,20-08-2024 01:58,12-10-2024,6,0,0,7.966666667,2,TRUE,Normal,-21.27792598,-71.94089722
IT150,IT,Developer,29-01-2024 15:47,29-01-2024 19:58,14-08-2024,8,0,0,4.183333333,1,FALSE,Normal,-3.192766877,28.79198126
